ASV,size,cutoff,phylum_name,class_name,order_name,family_name,genus_name,species_name,phylum_score,class_score,order_score,family_score,genus_score,species_score
uniq599866,4,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cyclanthera,Cyclanthera carthagenensis,1,1,1,1,0.82,0.72
uniq599639,4,+,Streptophyta,NA,Ericales,Ebenaceae,Diospyros,NA,1,0.98,0.92,0.92,0.92,0.19
uniq600577,4,+,Streptophyta,NA,Zingiberales,Lejeuneaceae,Azolla,Azolla caroliniana,0.94,0.37,0.09,0.09,0.05,0.04
uniq599985,4,+,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Pisonia,Pisonia capitata,1,1,1,1,1,0.53
uniq601225,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,unknown Chlorellaceae ,0.87,0.47,0.1,0.1,0.08,0.03
uniq600600,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Pogonatum,Monoclea gottschei,0.95,0.47,0.08,0.06,0.05,0.03
uniq600688,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Girardinia,Girardinia diversifolia,0.94,0.51,0.12,0.09,0.05,0.05
uniq600944,4,+,Streptophyta,NA,Poales,Cyperaceae,Schoenus,Schoenus racemosus,1,0.61,0.13,0.13,0.09,0.05
uniq600227,4,+,Streptophyta,NA,Boraginales,Cordiaceae,Cordia,NA,1,1,1,1,1,1
uniq600373,4,+,Streptophyta,NA,Caryophyllales,Petiveriaceae,Rivina,Rivina humilis,1,1,1,1,1,1
uniq599449,4,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Echinopepon,Echinopepon paniculatus,1,1,1,1,0.97,0.97
uniq600186,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Alchornea,NA,1,1,0.97,0.97,0.97,0.51
uniq600636,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.91,0.58,0.56,0.56,0.33
uniq600224,4,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.81,0.8,0.79,0.71,0.71
uniq601753,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Oncidium,Oncidium mirandum,0.92,0.42,0.15,0.14,0.04,0.03
uniq601244,4,+,Streptophyta,NA,Asparagales,Characeae,Nitella,Nitella gracillima,0.96,0.39,0.1,0.1,0.1,0.04
uniq598913,4,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Handroanthus impetiginosus,1,1,1,0.97,0.94,0.9
uniq600711,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Elaeocarpus,unknown Riedelia ,0.92,0.39,0.1,0.09,0.05,0.03
uniq601054,4,+,Streptophyta,NA,Rosales,Fabaceae,Nitella,Fontinalis dalecarlica,0.97,0.48,0.1,0.07,0.05,0.04
uniq600901,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Lepidolejeunea eluta,0.95,0.45,0.14,0.12,0.05,0.03
uniq601409,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.93,0.36,0.1,0.1,0.1,0.07
uniq601193,4,+,Streptophyta,NA,Myrtales,Combretaceae,Combretum,NA,1,0.99,0.93,0.93,0.58,0.15
uniq600735,4,+,Streptophyta,NA,Caryophyllales,Caryophyllaceae,Drymaria,Drymaria cordata,1,1,1,0.99,0.98,0.98
uniq601931,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Pleione,NA,0.97,0.38,0.29,0.25,0.2,0.2
uniq601597,4,+,Streptophyta,NA,Porellales,Fabaceae,Frullania,Azolla pinnata,0.95,0.47,0.12,0.1,0.06,0.03
uniq600132,4,+,Streptophyta,NA,Ericales,Primulaceae,Myrsine,Myrsine umbellata,1,0.94,0.94,0.94,0.7,0.59
uniq600818,4,+,Streptophyta,NA,Malpighiales,Violaceae,Viola,Nitella oligospira,0.94,0.61,0.12,0.08,0.08,0.03
uniq601179,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.94,0.42,0.13,0.13,0.13,0.1
uniq600908,4,+,Streptophyta,NA,Asterales,Asteraceae,Cornus,Cornus officinalis,0.9,0.54,0.08,0.08,0.04,0.04
uniq599745,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,NA,1,1,1,0.99,0.94,0.34
uniq600539,4,+,Streptophyta,NA,Asterales,Asteraceae,Melanthera,Melanthera nivea,1,1,1,1,0.49,0.49
uniq601199,4,+,Streptophyta,NA,Alismatales,Lejeuneaceae,Colura,Colura verdoornii,0.99,0.64,0.07,0.06,0.03,0.02
uniq599367,4,+,Streptophyta,NA,Lamiales,Bignoniaceae,Bignonia,Bignonia binata,1,0.86,0.77,0.42,0.21,0.17
uniq601302,4,+,Streptophyta,NA,Trebouxiales,Trebouxiaceae,Symbiochloris,Symbiochloris irregularis,0.79,0.48,0.11,0.11,0.1,0.06
uniq600252,4,+,Streptophyta,NA,Gentianales,Rubiaceae,Psychotria,Psychotria nervosa,1,1,0.99,0.99,0.99,0.44
uniq601228,4,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,0.99,0.99,0.99,0.54,0.33
uniq600557,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,0.99,0.99,0.98,0.57
uniq602111,4,+,Streptophyta,NA,Asparagales,Fabaceae,Frullania,Pimelea curviflora,0.9,0.58,0.08,0.07,0.06,0.02
uniq601331,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Selaginella,Selaginella steyermarkii,0.96,0.54,0.11,0.08,0.04,0.04
uniq601429,4,+,Streptophyta,NA,Fabales,Fabaceae,Coulteria,NA,1,1,1,1,1,1
uniq602137,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Disa,Vanda coerulea,0.9,0.42,0.32,0.27,0.05,0.05
uniq600694,4,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus epaleaceus,1,1,0.97,0.97,0.62,0.39
uniq602327,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Riedelia,unknown Riedelia ,0.96,0.27,0.12,0.11,0.05,0.05
uniq600779,4,+,Streptophyta,NA,Dipsacales,Caprifoliaceae,Lonicera,NA,1,0.99,0.99,0.99,0.98,0.75
uniq601463,4,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea minutiflora,1,0.66,0.66,0.66,0.66,0.46
uniq601285,4,+,Streptophyta,NA,Gentianales,Rubiaceae,Richardia,NA,1,1,1,1,1,1
uniq601971,4,+,Streptophyta,NA,Malvales,Malvaceae,Guazuma,Guazuma ulmifolia,1,0.81,0.38,0.38,0.32,0.32
uniq602172,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Lejeunea laetevirens,0.92,0.35,0.09,0.09,0.06,0.04
uniq602356,4,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.97,0.42,0.1,0.1,0.1,0.04
uniq602406,4,+,Streptophyta,NA,Cornales,Cornaceae,Cornus,Cornus officinalis,0.85,0.51,0.12,0.12,0.11,0.1
uniq600621,4,+,Streptophyta,NA,Malpighiales,Violaceae,Viola,NA,1,0.86,0.34,0.2,0.12,0.06
uniq601704,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.9,0.7,0.67,0.67,0.41
uniq601233,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum manabiense,1,0.94,0.9,0.9,0.68,0.43
uniq602655,4,+,Streptophyta,NA,Fabales,Fabaceae,Riccia,Chamaecrista kleinii,0.95,0.31,0.1,0.1,0.09,0.05
uniq602840,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Cornus,Cornus officinalis,0.95,0.48,0.23,0.19,0.09,0.09
uniq601990,4,+,Streptophyta,NA,Fabales,Fabaceae,Ononis,Ononis rotundifolia,0.93,0.55,0.18,0.17,0.05,0.02
uniq601596,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.99,0.35,0.09,0.08,0.05,0.03
uniq601772,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.96,0.75,0.71,0.71,0.61
uniq602608,4,+,Streptophyta,NA,Asterales,Asteraceae,Caulerpa,NA,0.88,0.72,0.11,0.11,0.1,0.06
uniq603106,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla filiculoides,0.93,0.39,0.09,0.09,0.09,0.05
uniq601277,4,+,Streptophyta,NA,Asterales,Asteraceae,Verbesina,Verbesina chapmanii,1,1,1,1,0.97,0.58
uniq602263,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,1,1,1,1,0.96
uniq600618,4,+,Streptophyta,NA,Boraginales,Namaceae,Wigandia,Wigandia urens,1,1,1,0.97,0.96,0.96
uniq602264,4,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Handroanthus impetiginosus,1,1,0.99,0.95,0.75,0.71
uniq601743,4,+,Streptophyta,NA,Myrtales,Myrtaceae,Myrcia,NA,1,0.97,0.97,0.97,0.95,0.75
uniq601953,4,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera bonetii,1,1,1,1,1,0.28
uniq602485,4,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,0.99,0.84,0.55,0.39,0.14,0.14
uniq601437,4,+,Streptophyta,NA,Malpighiales,Phyllanthaceae,Iresine,Iresine diffusa,1,0.88,0.37,0.32,0.23,0.23
uniq602986,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.99,0.38,0.21,0.21,0.21,0.19
uniq602211,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum manabiense,1,0.97,0.94,0.94,0.71,0.43
uniq603511,4,+,Streptophyta,NA,Poales,Fabaceae,Indigofera,Tortula muralis,0.96,0.44,0.11,0.1,0.04,0.03
uniq603330,4,+,Streptophyta,NA,Poales,Poaceae,Diplasiolejeunea,NA,0.93,0.36,0.11,0.09,0.04,0.03
uniq602027,4,+,Streptophyta,NA,Malpighiales,Picrodendraceae,Austrobuxus,Austrobuxus ellipticus,1,0.89,0.17,0.1,0.1,0.09
uniq601898,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,1,0.97,0.33
uniq603027,4,+,Streptophyta,Liliopsida,Asparagales,Orchidaceae,Nitella,Schoenus nanus,0.98,0.43,0.2,0.12,0.03,0.03
uniq602718,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Philonotis,Philonotis cf. falcata Samkova 17.VII.2006,0.97,0.5,0.1,0.1,0.03,0.03
uniq602657,4,+,Streptophyta,NA,Malpighiales,Salicaceae,Pleione,NA,1,0.81,0.33,0.26,0.13,0.13
uniq602461,4,+,Streptophyta,NA,Fabales,Fabaceae,Leucaena,NA,1,0.98,0.95,0.95,0.93,0.62
uniq602971,4,+,Streptophyta,NA,Alismatales,Potamogetonaceae,Potamogeton,NA,0.93,0.36,0.11,0.11,0.1,0.08
uniq602780,4,+,Streptophyta,NA,Cucurbitales,Apocynaceae,Convolvulus,Tricliceras bivinianum,1,0.66,0.08,0.07,0.04,0.03
uniq601348,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,0.99,0.97,0.95,0.26
uniq601957,4,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,1,0.52,0.52,0.52,0.52,0.45
uniq602645,4,+,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Tridax procumbens,1,1,0.89,0.89,0.15,0.11
uniq603310,4,+,Streptophyta,NA,Ericales,Primulaceae,Myrsine,Myrsine platystigma,1,1,0.91,0.91,0.68,0.28
uniq602445,4,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea bracteata,1,0.98,0.98,0.98,0.98,0.57
uniq602492,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Croton,Croton floribundus,1,0.99,0.99,0.99,0.99,0.73
uniq603063,4,+,Streptophyta,NA,Cornales,Loasaceae,Gronovia,Gronovia scandens,1,1,0.97,0.97,0.97,0.97
uniq604185,4,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Iresine,Iresine diffusa,0.96,0.55,0.13,0.11,0.11,0.11
uniq604071,4,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Nitella,Polytrichum juniperinum,0.94,0.4,0.1,0.09,0.05,0.04
uniq603331,4,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.91,0.91,0.64,0.17
uniq603642,4,+,Streptophyta,NA,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa peltata,0.8,0.37,0.15,0.15,0.15,0.07
uniq603528,4,+,Streptophyta,NA,Lamiales,Plantaginaceae,Nitella,Antirrhinum filipes,0.92,0.54,0.16,0.09,0.07,0.04
uniq603118,4,+,Streptophyta,NA,Malpighiales,Malpighiaceae,Amorimia,Amorimia coriacea,1,0.97,0.81,0.81,0.58,0.14
uniq603174,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Pleione,NA,1,0.59,0.25,0.23,0.2,0.2
uniq603222,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Croton,NA,1,1,1,1,1,0.46
uniq603441,4,+,Streptophyta,NA,Asterales,Asteraceae,Tithonia,Tithonia diversifolia,1,1,0.97,0.97,0.33,0.3
uniq603446,4,+,Streptophyta,Liliopsida,Asparagales,Orchidaceae,Pleione,NA,1,0.48,0.41,0.41,0.37,0.37
uniq604026,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.98,0.34,0.15,0.15,0.15,0.15
uniq603622,4,+,Streptophyta,NA,Sapindales,Anacardiaceae,Mangifera,NA,1,1,1,1,1,0.93
uniq603223,4,+,Streptophyta,NA,Rosales,Rhamnaceae,Gouania,Gouania lupuloides,1,1,1,1,1,0.99
uniq603548,4,+,Streptophyta,Liliopsida,Zingiberales,Zingiberaceae,Cautleya,NA,0.94,0.36,0.19,0.17,0.08,0.08
uniq603055,4,+,Streptophyta,NA,Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,1,1,1,1,1,0.98
uniq604453,4,+,Streptophyta,NA,Marchantiales,Ricciaceae,Begonia,Ricciocarpos natans,0.98,0.45,0.12,0.11,0.06,0.06
uniq603930,4,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita pepo,1,0.84,0.84,0.84,0.84,0.68
uniq603517,4,+,Streptophyta,NA,Asterales,Asteraceae,Critonia,Critonia sexangularis,1,0.96,0.94,0.94,0.77,0.77
uniq603360,4,+,Streptophyta,NA,Fabales,Fabaceae,Mimosa,Mimosa diplotricha,1,0.98,0.96,0.96,0.76,0.19
uniq603233,4,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.96,0.96,0.27,0.22
uniq604578,4,+,Streptophyta,NA,Porellales,Zingiberaceae,Azolla,Ladeania juncea,0.94,0.33,0.11,0.1,0.05,0.03
uniq603595,4,+,Streptophyta,NA,Asparagales,Ricciaceae,Riccia,Riccia huebeneriana,0.98,0.35,0.16,0.08,0.07,0.07
uniq603650,4,+,Streptophyta,NA,Fabales,Fabaceae,Schoenus,Schoenus submicrostachyus,0.97,0.54,0.18,0.18,0.09,0.08
uniq603708,4,+,Streptophyta,NA,Lamiales,Oleaceae,Fraxinus,NA,1,1,1,1,1,0.72
uniq603525,4,+,Streptophyta,NA,Lamiales,Acanthaceae,NA,NA,1,1,1,1,0.79,0.79
uniq604329,4,+,Streptophyta,NA,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa taxifolia,0.84,0.29,0.12,0.12,0.12,0.06
uniq603420,4,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus epaleaceus,1,1,0.97,0.97,0.5,0.27
uniq604298,4,+,Streptophyta,Trebouxiophyceae,Porellales,Trebouxiaceae,Symbiochloris,NA,0.66,0.22,0.12,0.12,0.09,0.06
uniq604447,4,+,Streptophyta,NA,Asparagales,Amaryllidaceae,Azolla,Azolla caroliniana,0.98,0.38,0.2,0.13,0.08,0.05
uniq604394,4,+,Streptophyta,NA,Myrtales,Myrtaceae,Eugenia,NA,1,0.98,0.98,0.98,0.94,0.82
uniq604368,4,+,Streptophyta,NA,Sapindales,Piperaceae,Piper,Piper arcuatum,0.97,0.69,0.12,0.07,0.07,0.03
uniq604396,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Isoetes,Azolla caroliniana,0.92,0.37,0.1,0.1,0.05,0.03
uniq605262,4,+,Streptophyta,NA,Myrtales,Combretaceae,Terminalia,Terminalia buceras,1,1,1,1,1,0.98
uniq603353,4,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,NA,1,0.99,0.99,0.99,0.98,0.6
uniq603676,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Nitella gracillima,0.92,0.44,0.14,0.09,0.06,0.03
uniq603274,4,+,Streptophyta,NA,Sapindales,Anacardiaceae,Mangifera,NA,1,1,1,1,1,0.86
uniq604627,4,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Lepidolejeunea,Lepidolejeunea auriculata,0.87,0.45,0.11,0.09,0.06,0.04
uniq603838,4,+,Streptophyta,NA,Santalales,Loranthaceae,Psittacanthus,Psittacanthus schiedeanus,1,1,1,1,1,0.99
uniq604044,4,+,Streptophyta,NA,Asterales,Asteraceae,Mikania,Mikania triangularis,1,1,1,1,1,0.83
uniq604588,4,+,Streptophyta,NA,Poales,Rubiaceae,Nitella,Schlotheimia appressifolia,0.97,0.47,0.11,0.06,0.04,0.02
uniq605547,4,+,Streptophyta,NA,Asterales,Asteraceae,Parnassia,NA,0.94,0.71,0.18,0.17,0.06,0.05
uniq604714,4,+,Streptophyta,NA,Malvales,Malvaceae,Guazuma,Guazuma ulmifolia,1,0.94,0.62,0.62,0.6,0.6
uniq603862,4,+,Streptophyta,NA,Lamiales,Acanthaceae,Anisacanthus,Anisacanthus puberulus,1,1,1,1,0.61,0.49
uniq604587,4,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.97,0.51,0.12,0.12,0.12,0.04
uniq604440,4,+,Streptophyta,NA,Fabales,Fabaceae,Caesalpinia,NA,1,1,1,1,1,1
uniq604729,4,+,Streptophyta,NA,Sapindales,Sapindaceae,Thouinia,Thouinia paucidentata,1,1,1,1,1,0.9
uniq604881,4,+,Streptophyta,NA,Ericales,Primulaceae,Iresine,Iresine diffusa,0.98,0.85,0.35,0.29,0.13,0.13
uniq604278,4,+,Streptophyta,NA,Fabales,Lejeuneaceae,Lejeunea,Tarenna pallidula,1,0.59,0.09,0.08,0.05,0.02
uniq604139,4,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,NA,1,1,1,1,0.91,0.68
uniq604760,4,+,Streptophyta,NA,Fabales,Fabaceae,Erythrostemon,Erythrostemon placidus,0.99,0.91,0.62,0.61,0.3,0.17
uniq604436,4,+,Streptophyta,NA,Malvales,Malvaceae,Periptera,Periptera punicea,1,0.99,0.96,0.96,0.76,0.76
uniq604747,4,+,Streptophyta,NA,Fabales,Fabaceae,Cornus,Cornus officinalis,0.95,0.5,0.1,0.1,0.09,0.09
uniq605037,4,+,Streptophyta,NA,Lamiales,Fabaceae,Azolla,Azolla caroliniana,0.94,0.42,0.07,0.06,0.05,0.05
uniq604803,4,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.86,0.86,0.51,0.17
uniq604727,4,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Riccia,Najas minor,0.97,0.29,0.1,0.1,0.05,0.04
uniq605251,4,+,Streptophyta,NA,Fabales,Fabaceae,Cenostigma,Cenostigma eriostachys,1,1,0.99,0.99,0.98,0.98
uniq604915,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Campanula,Phytolacca dioica,1,0.53,0.17,0.15,0.04,0.03
uniq604852,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella gracillima,0.94,0.38,0.17,0.16,0.05,0.03
uniq603677,4,+,Streptophyta,NA,Fabales,Fabaceae,Gliricidia,Gliricidia sepium,1,1,1,1,1,0.55
uniq605189,4,+,Streptophyta,NA,Sapindales,Meliaceae,Riccia,Allium sativum,0.87,0.41,0.08,0.05,0.05,0.03
uniq604780,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.94,0.4,0.12,0.11,0.03,0.03
uniq605382,4,+,Streptophyta,NA,Porellales,Zingiberaceae,Riccia,Azolla caroliniana,0.94,0.34,0.09,0.06,0.04,0.03
uniq605420,4,+,Streptophyta,NA,Malvales,Malvaceae,Iresine,Iresine diffusa,1,0.87,0.22,0.22,0.17,0.17
uniq604099,4,+,Streptophyta,NA,Fabales,Fabaceae,Erythrostemon,Erythrostemon palmeri,1,0.99,0.99,0.99,0.99,0.71
uniq604689,4,+,Streptophyta,NA,Solanales,Convolvulaceae,Cuscuta,NA,1,1,1,1,1,1
uniq604553,4,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba schottii,1,1,1,1,0.99,0.65
uniq605751,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Amorphophallus,NA,0.93,0.63,0.11,0.1,0.04,0.03
uniq605557,4,+,Streptophyta,NA,Asterales,Asteraceae,Cornus,Cornus officinalis,0.94,0.61,0.08,0.06,0.05,0.05
uniq605096,4,+,Streptophyta,NA,Asparagales,Fabaceae,Nitella,NA,0.95,0.4,0.14,0.12,0.03,0.03
uniq605369,4,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Nitella gracillima,0.96,0.26,0.09,0.09,0.09,0.05
uniq605820,4,+,Streptophyta,Liliopsida,Asparagales,Orchidaceae,NA,NA,0.96,0.37,0.22,0.17,0.09,0.09
uniq605286,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,1,1,1,1,1,0.81
uniq605551,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Riccia sorocarpa,0.9,0.31,0.19,0.15,0.07,0.03
uniq604730,4,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.98,0.98,0.69,0.36
uniq605841,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Lejeunea mimula,0.97,0.45,0.15,0.14,0.09,0.06
uniq605844,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Ipomoea,Riccia huebeneriana,0.97,0.37,0.13,0.12,0.04,0.03
uniq605497,4,+,Streptophyta,NA,Fabales,Polytrichaceae,Basicladia,unknown Basicladia ,0.9,0.5,0.1,0.1,0.07,0.07
uniq605237,4,+,Streptophyta,NA,Sapindales,Anacardiaceae,Pistacia,Astronium urundeuva,1,1,1,1,0.22,0.17
uniq605161,4,+,Streptophyta,NA,Lamiales,Oleaceae,Fraxinus,NA,1,1,1,1,1,0.63
uniq605999,4,+,Streptophyta,NA,Fabales,Fabaceae,Sphagnum,Sphagnum angustifolium,0.97,0.47,0.11,0.11,0.05,0.05
uniq605509,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Maxillaria,NA,0.97,0.6,0.15,0.08,0.07,0.02
uniq605577,4,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Piper,Riccia huebeneriana,0.94,0.5,0.09,0.09,0.05,0.03
uniq605339,4,+,Streptophyta,NA,Malvales,Malvaceae,Guazuma,Guazuma ulmifolia,0.99,0.98,0.87,0.87,0.8,0.8
uniq606592,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Polystachya,Azolla caroliniana,0.96,0.25,0.16,0.16,0.04,0.03
uniq605725,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia colletioides,1,1,1,1,1,0.57
uniq605857,4,+,Streptophyta,NA,Sphaeropleales,Scenedesmaceae,Tetradesmus,NA,0.8,0.39,0.15,0.14,0.08,0.08
uniq605545,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Hypericum,NA,0.99,0.48,0.2,0.08,0.05,0.05
uniq605792,4,+,Streptophyta,NA,Asterales,Asteraceae,Dasyphyllum,Dasyphyllum brasiliense,1,0.99,0.96,0.95,0.95,0.74
uniq606148,4,+,Streptophyta,NA,Porellales,Fabaceae,Nitella,Prionolejeunea decora,0.91,0.36,0.09,0.07,0.03,0.02
uniq606869,4,+,Streptophyta,NA,Porellales,Zingiberaceae,Azolla,Azolla caroliniana,1,0.37,0.13,0.11,0.05,0.03
uniq605959,4,+,Streptophyta,NA,Celastrales,Celastraceae,Schaefferia,Iresine diffusa,1,0.99,0.54,0.54,0.3,0.24
uniq605043,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum americanum,1,0.95,0.89,0.89,0.72,0.13
uniq605767,4,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,NA,1,0.83,0.83,0.83,0.83,0.37
uniq605786,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,0.99,0.95,0.43
uniq606193,4,+,Streptophyta,NA,Fabales,Fabaceae,Piper,NA,0.94,0.52,0.09,0.09,0.04,0.03
uniq605432,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba belizensis,1,0.99,0.99,0.98,0.98,0.57
uniq605891,4,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Alternanthera,Iresine diffusa,1,1,1,1,0.6,0.27
uniq606120,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lepidolejeunea,Lepidolejeunea auriculata,0.94,0.35,0.17,0.17,0.1,0.05
uniq607582,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.33,0.14,0.14,0.14,0.09
uniq605938,4,+,Streptophyta,NA,Asterales,Asteraceae,Tridax,Tridax procumbens,1,1,1,1,1,1
uniq606862,4,+,Streptophyta,NA,Malpighiales,Malpighiaceae,Amorimia,Amorimia coriacea,0.99,0.9,0.73,0.71,0.61,0.16
uniq606569,4,+,Streptophyta,NA,Fabales,Fabaceae,Mimosa,Mimosa diplotricha,1,0.93,0.9,0.89,0.72,0.2
uniq606690,4,+,Streptophyta,NA,Jungermanniales,Lejeuneaceae,Cephaloziella,NA,0.94,0.36,0.08,0.07,0.06,0.05
uniq606977,4,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita pepo,1,0.82,0.82,0.82,0.81,0.77
uniq607019,4,+,Streptophyta,NA,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa racemosa,0.84,0.47,0.08,0.08,0.08,0.04
uniq606821,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Ombrophytum violaceum,0.93,0.39,0.11,0.07,0.05,0.03
uniq605788,4,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,Cordia alliodora,1,0.97,0.49,0.49,0.47,0.45
uniq606633,4,+,Streptophyta,NA,Myrtales,Onagraceae,Lopezia,Lopezia racemosa,1,1,1,1,1,1
uniq607092,4,+,Streptophyta,NA,Asterales,Asteraceae,Caulerpa,Hormathophylla longicaulis,0.89,0.53,0.11,0.1,0.03,0.03
uniq606087,4,+,Streptophyta,NA,Boraginales,Heliotropiaceae,Heliotropium,NA,1,0.97,0.73,0.6,0.4,0.3
uniq607899,4,+,Streptophyta,NA,Asterales,Asteraceae,Jochenia,Jochenia protuberans,0.91,0.59,0.16,0.14,0.06,0.06
