ASV,size,cutoff,phylum_name,class_name,order_name,family_name,genus_name,species_name,phylum_score,class_score,order_score,family_score,genus_score,species_score
uniq8074,410,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Nitella rigida,0.95,0.41,0.12,0.11,0.1,0.04
uniq8064,411,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Azolla,Azolla caroliniana,0.96,0.35,0.08,0.08,0.07,0.07
uniq7978,417,+,Streptophyta,NA,Lamiales,Acanthaceae,Tetramerium,Tetramerium tenuissimum,1,1,1,1,1,1
uniq8194,403,+,Streptophyta,NA,Porellales,Fabaceae,Monoclea,Monoclea gottschei,0.93,0.42,0.1,0.09,0.07,0.07
uniq8076,410,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania ichthyctona,1,1,0.99,0.99,0.96,0.85
uniq8252,399,+,Streptophyta,NA,Asparagales,Orchidaceae,Andrachne,Andrachne fedtschenkoi,0.92,0.35,0.1,0.09,0.04,0.03
uniq7996,416,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,NA,1,0.55,0.55,0.55,0.55,0.53
uniq8175,405,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.94,0.32,0.16,0.16,0.16,0.16
uniq7974,418,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,1,1,0.69
uniq8167,405,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.94,0.36,0.17,0.17,0.17,0.15
uniq8131,407,+,Streptophyta,Liliopsida,Poales,Cyperaceae,Cyperus,NA,1,0.94,0.94,0.94,0.94,0.91
uniq8187,404,+,Streptophyta,NA,Charales,Characeae,Nitella,Ombrophytum violaceum,0.86,0.39,0.09,0.09,0.09,0.08
uniq8106,409,+,Streptophyta,NA,Sapindales,Sapindaceae,Allophylus,unknown Allophylus ,1,1,1,1,0.9,0.31
uniq8117,408,+,Streptophyta,NA,Asparagales,Fabaceae,Nitella,NA,0.93,0.49,0.09,0.08,0.04,0.03
uniq8220,402,+,Streptophyta,NA,Gentianales,Rubiaceae,Azolla,Azolla caroliniana,0.94,0.41,0.12,0.09,0.09,0.08
uniq8171,405,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Pfaffia,Pfaffia gnaphalioides,1,1,1,1,1,1
uniq8172,405,+,Streptophyta,Liliopsida,Poales,Poaceae,Triticum,NA,1,1,1,1,1,0.64
uniq8121,408,+,Streptophyta,NA,Malvales,Malvaceae,Guazuma,Guazuma ulmifolia,1,1,1,1,0.99,0.99
uniq8289,397,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,Peritassa hatschbachii,0.95,0.35,0.15,0.11,0.06,0.03
uniq8239,400,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.94,0.37,0.1,0.07,0.06,0.05
uniq8366,392,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Thysananthus amazonicus,0.93,0.51,0.11,0.07,0.06,0.05
uniq8264,398,+,Streptophyta,NA,Charales,Characeae,Nitella,NA,0.95,0.35,0.14,0.14,0.14,0.05
uniq8075,410,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera confusa,1,1,1,1,1,0.26
uniq8246,399,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Lejeunea laetevirens,0.98,0.32,0.15,0.13,0.09,0.05
uniq8380,391,+,Streptophyta,NA,Fabales,Fabaceae,Ombrophytum,Ombrophytum violaceum,0.91,0.64,0.11,0.1,0.05,0.05
uniq8202,403,+,Streptophyta,NA,Asterales,Asteraceae,Pseudogynoxys,Pseudogynoxys haenkei,1,1,1,1,0.98,0.96
uniq8397,390,+,Streptophyta,NA,Porellales,Lejeuneaceae,Vigna,Polytrichum piliferum,0.92,0.39,0.13,0.13,0.05,0.03
uniq8182,404,+,Streptophyta,NA,Asparagales,Orchidaceae,Maxillaria,Maxillaria elatior,0.94,0.64,0.14,0.11,0.03,0.03
uniq8142,407,+,Streptophyta,NA,Sapindales,Burseraceae,Protium,Protium spruceanum,1,1,1,1,1,0.74
uniq8318,395,+,Streptophyta,NA,Porellales,Lejeuneaceae,Piper,unknown Riedelia ,0.97,0.4,0.11,0.09,0.05,0.03
uniq8176,405,+,Streptophyta,NA,Fabales,Fabaceae,Machaerium,Machaerium villosum,1,1,1,1,1,0.84
uniq8124,408,+,Streptophyta,NA,Lamiales,Acanthaceae,Elytraria,Elytraria imbricata,1,1,1,1,1,1
uniq8152,406,+,Streptophyta,NA,Rosales,Moraceae,Maclura,Maclura tinctoria,1,0.95,0.94,0.94,0.94,0.94
uniq8294,397,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.95,0.36,0.15,0.1,0.08,0.06
uniq8361,393,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.94,0.29,0.12,0.11,0.08,0.06
uniq8222,402,+,Streptophyta,Liliopsida,Asparagales,Orchidaceae,Riccia,Riccia huebeneriana,0.93,0.29,0.19,0.14,0.06,0.04
uniq8392,391,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.97,0.39,0.11,0.11,0.11,0.06
uniq8154,406,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia misera,1,1,1,1,1,0.39
uniq8139,407,+,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Tristaniopsis,Tristaniopsis laurina,1,0.74,0.74,0.74,0.73,0.73
uniq8273,398,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Lepidolejeunea auriculata,0.97,0.46,0.14,0.13,0.06,0.04
uniq8398,390,+,Streptophyta,NA,Porellales,Lejeuneaceae,Colura,Azolla caroliniana,0.97,0.37,0.15,0.12,0.05,0.05
uniq8311,395,+,Streptophyta,NA,Asparagales,Orchidaceae,Elliptochloris,Zingiber sulphureum,0.92,0.33,0.13,0.11,0.04,0.02
uniq8326,395,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,Polytrichum piliferum,0.94,0.32,0.12,0.1,0.05,0.04
uniq8274,398,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Frullania aculeata,0.94,0.44,0.13,0.12,0.1,0.04
uniq8241,400,+,Streptophyta,NA,Solanales,Solanaceae,Physalis,NA,1,0.97,0.97,0.97,0.97,0.95
uniq8243,400,+,Streptophyta,NA,Fabales,Fabaceae,Acacia,NA,1,0.87,0.77,0.77,0.4,0.21
uniq8415,389,+,Streptophyta,NA,Charales,Characeae,Nitella,NA,0.93,0.36,0.18,0.18,0.18,0.05
uniq8473,386,+,Streptophyta,NA,Cucurbitales,Characeae,Nitella,unknown Trebouxia ,0.88,0.49,0.1,0.1,0.1,0.05
uniq8375,392,+,Streptophyta,NA,Rosales,Moraceae,Morus,Morus indica,1,1,1,1,1,0.41
uniq8403,390,+,Streptophyta,NA,Fabales,Fabaceae,Anadenanthera,Anadenanthera colubrina,1,0.97,0.95,0.95,0.87,0.87
uniq8269,398,+,Streptophyta,NA,Fabales,Fabaceae,Acacia,NA,1,0.93,0.73,0.72,0.48,0.25
uniq8170,405,+,Streptophyta,NA,Rosales,Rhamnaceae,Colubrina,Colubrina californica,1,0.99,0.99,0.99,0.98,0.98
uniq8449,387,+,Streptophyta,NA,Fabales,Fabaceae,Cornus,Cornus officinalis,0.92,0.56,0.13,0.13,0.05,0.05
uniq8468,386,+,Streptophyta,NA,Zingiberales,Ricciaceae,Riccia,Ricciocarpos natans,0.96,0.44,0.09,0.08,0.04,0.04
uniq8248,399,+,Streptophyta,NA,Caryophyllales,Talinaceae,Talinum,Talinum paraguayense,1,0.77,0.77,0.76,0.74,0.57
uniq8168,405,+,Streptophyta,NA,Sapindales,Anacardiaceae,Cardenasiodendron,Cardenasiodendron brachypterum,1,0.98,0.91,0.89,0.36,0.36
uniq8409,390,+,Streptophyta,NA,Asparagales,Cornaceae,Cornus,Cornus officinalis,0.96,0.55,0.09,0.08,0.08,0.08
uniq8421,389,+,Streptophyta,NA,Asparagales,Characeae,Nitella,Nitella rigida,0.92,0.47,0.08,0.07,0.07,0.04
uniq8420,389,+,Streptophyta,NA,Brassicales,Brassicaceae,Brassica,NA,1,1,1,1,0.99,0.68
uniq8548,381,+,Streptophyta,NA,Marchantiales,Salviniaceae,Azolla,Azolla caroliniana,0.95,0.32,0.12,0.08,0.08,0.08
uniq8482,386,+,Streptophyta,NA,Fabales,Fabaceae,Riccia,Riccia huebeneriana,0.97,0.45,0.08,0.08,0.04,0.04
uniq8391,391,+,Streptophyta,NA,Arecales,Arecaceae,Cornus,Cornus officinalis,0.95,0.57,0.09,0.09,0.06,0.06
uniq8477,386,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,Azolla caroliniana,0.96,0.35,0.15,0.13,0.04,0.03
uniq8447,387,+,Streptophyta,NA,Cucurbitales,Lejeuneaceae,Begonia,NA,0.89,0.48,0.1,0.1,0.06,0.03
uniq8438,388,+,Streptophyta,NA,Fabales,Fabaceae,Tamarindus,Tamarindus indica,1,1,1,1,1,1
uniq8426,389,+,Streptophyta,NA,Asparagales,Orchidaceae,Trebouxia,unknown Trebouxia ,0.86,0.4,0.11,0.08,0.05,0.04
uniq8522,383,+,Streptophyta,NA,Asparagales,Orchidaceae,Vigna,NA,0.97,0.39,0.17,0.13,0.04,0.02
uniq8196,403,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia colletioides,1,1,1,1,1,0.6
uniq8554,381,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.94,0.32,0.14,0.12,0.06,0.05
uniq8261,398,+,Streptophyta,NA,Malpighiales,Violaceae,Melicytus,Melicytus lanceolatus,1,0.89,0.54,0.45,0.26,0.14
uniq8509,383,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Riccia huebeneriana,0.98,0.45,0.12,0.07,0.07,0.03
uniq8302,396,+,Streptophyta,NA,Lamiales,Oleaceae,Osmanthus,Osmanthus americanus,1,1,0.99,0.99,0.96,0.95
uniq8363,392,+,Streptophyta,NA,Myrtales,Myrtaceae,Myrcia,NA,1,0.73,0.73,0.73,0.28,0.28
uniq8534,382,+,Streptophyta,NA,Asterales,Salviniaceae,Azolla,Azolla caroliniana,0.95,0.49,0.09,0.08,0.08,0.08
uniq8494,385,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Azolla,Azolla caroliniana,0.97,0.36,0.11,0.1,0.07,0.07
uniq8471,386,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.97,0.33,0.12,0.12,0.08,0.06
uniq8452,387,+,Streptophyta,NA,Malpighiales,Malpighiaceae,Malpighia,Malpighia emarginata,1,1,0.99,0.99,0.98,0.84
uniq8658,374,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella hyalina,0.97,0.34,0.14,0.12,0.11,0.05
uniq8576,379,+,Streptophyta,NA,Asparagales,Fabaceae,Cornus,Cornus officinalis,0.92,0.55,0.08,0.08,0.06,0.06
uniq8465,387,+,Streptophyta,NA,Marchantiales,Lejeuneaceae,Azolla,Azolla caroliniana,0.95,0.4,0.08,0.07,0.06,0.06
uniq8368,392,+,Streptophyta,NA,Fagales,Betulaceae,Ostrya,NA,1,1,1,1,0.94,0.91
uniq8601,377,+,Streptophyta,NA,Asparagales,Orchidaceae,Primula,Paraphalaenopsis serpentilingua,0.91,0.58,0.16,0.14,0.06,0.03
uniq8503,384,+,Streptophyta,NA,Asparagales,Balanophoraceae,Ombrophytum,Ombrophytum violaceum,0.89,0.43,0.09,0.07,0.07,0.07
uniq8408,390,+,Streptophyta,NA,Malvales,Malvaceae,Guazuma,Guazuma ulmifolia,1,1,0.99,0.99,0.98,0.98
uniq8369,392,+,Streptophyta,NA,Lamiales,Acanthaceae,Justicia,NA,1,0.99,0.99,0.99,0.67,0.17
uniq8550,381,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,1,1,1,1,1,0.78
uniq8516,383,+,Streptophyta,NA,Porellales,Lejeuneaceae,Ceratolejeunea,NA,0.88,0.39,0.21,0.19,0.1,0.05
uniq8594,378,+,Streptophyta,NA,Porellales,Piperaceae,Piper,NA,0.98,0.44,0.1,0.08,0.08,0.04
uniq8414,390,+,Streptophyta,NA,Gentianales,Apocynaceae,Pentalinon,Pentalinon andrieuxii,1,1,0.99,0.99,0.99,0.99
uniq8596,378,+,Streptophyta,NA,Poales,Poaceae,Nitella,Ombrophytum violaceum,0.89,0.36,0.14,0.13,0.06,0.04
uniq8665,373,+,Streptophyta,NA,Charales,Characeae,Nitella,NA,0.99,0.51,0.13,0.13,0.13,0.04
uniq8466,387,+,Streptophyta,NA,Myrtales,Combretaceae,Terminalia,NA,1,1,0.99,0.99,0.99,0.32
uniq8268,398,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera instabilis,1,1,1,1,1,0.27
uniq8703,371,+,Streptophyta,NA,Lamiales,Poaceae,Ombrophytum,Ombrophytum violaceum,0.92,0.42,0.1,0.09,0.06,0.06
uniq8711,371,+,Streptophyta,NA,Marchantiales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.42,0.08,0.06,0.06,0.06
uniq8707,371,+,Streptophyta,NA,Asparagales,Poaceae,Ombrophytum,Ombrophytum violaceum,0.9,0.39,0.09,0.07,0.05,0.05
uniq8498,384,+,Streptophyta,NA,Sapindales,Anacardiaceae,Astronium,Astronium urundeuva,1,1,1,1,0.38,0.38
uniq8634,376,+,Streptophyta,NA,Fabales,Fabaceae,Cornus,Cornus officinalis,0.9,0.54,0.13,0.12,0.07,0.07
uniq8514,383,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Sicyos,Sicyos angulatus,1,1,1,1,0.98,0.24
uniq8585,379,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Azolla caroliniana,0.96,0.34,0.14,0.12,0.12,0.07
uniq8527,382,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera simaruba,1,1,1,1,1,0.9
uniq8435,388,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba schottii,1,1,0.99,0.99,0.98,0.78
uniq8567,380,+,Streptophyta,NA,Cupressales,Cupressaceae,Sequoia,Sequoia sempervirens,0.93,0.54,0.08,0.08,0.06,0.06
uniq8668,373,+,Streptophyta,NA,Marchantiales,Zingiberaceae,Azolla,Azolla caroliniana,0.92,0.38,0.12,0.1,0.07,0.07
uniq8602,377,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.4,0.14,0.14,0.14,0.12
uniq8616,376,+,Streptophyta,NA,Lamiales,Lejeuneaceae,Begonia,Azolla caroliniana,0.96,0.49,0.13,0.09,0.06,0.04
uniq8537,382,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,1,0.64,0.45,0.44,0.35,0.35
uniq8704,371,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.96,0.48,0.09,0.09,0.09,0.05
uniq8717,371,+,Streptophyta,NA,Porellales,Lejeuneaceae,Basicladia,unknown Basicladia ,0.89,0.42,0.14,0.14,0.05,0.05
uniq8578,379,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Croton,NA,1,1,1,1,1,0.8
uniq8678,373,+,Streptophyta,NA,Porellales,Lejeuneaceae,Pogonatum,Herbertus juniperoideus,0.95,0.42,0.08,0.08,0.04,0.02
uniq8529,382,+,Streptophyta,Magnoliopsida,NA,NA,NA,unknown Magnoliophyta ,1,0.65,0.64,0.64,0.64,0.64
uniq8583,379,+,Streptophyta,NA,Lamiales,Verbenaceae,Aloysia,Aloysia virgata,1,1,1,1,1,1
uniq8615,376,+,Streptophyta,NA,Porellales,Orchidaceae,Nitella,Nitella rigida,0.88,0.32,0.1,0.08,0.03,0.02
uniq8644,375,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.96,0.4,0.13,0.11,0.04,0.03
uniq8776,368,+,Streptophyta,NA,Porellales,Lejeuneaceae,Isoetes,Isoetes orientalis,0.98,0.43,0.12,0.08,0.06,0.04
uniq8635,376,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.96,0.26,0.12,0.11,0.08,0.07
uniq8763,369,+,Streptophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Lepidolejeunea involuta,0.98,0.32,0.19,0.16,0.06,0.03
uniq8753,369,+,Streptophyta,NA,Fabales,Fabaceae,Bauhinia,Bauhinia macranthera,1,1,1,1,1,0.99
uniq8640,375,+,Streptophyta,NA,Fabales,Fabaceae,Desmodium,NA,1,1,1,1,0.99,0.96
uniq8723,370,+,Streptophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Lejeunea,Marsupella funckii,0.95,0.3,0.21,0.21,0.09,0.03
uniq8575,379,+,Streptophyta,NA,Sapindales,Sapindaceae,Sapindus,Sapindus mukorossi,1,1,1,1,0.86,0.85
uniq8646,375,+,Streptophyta,NA,Porellales,Lejeuneaceae,Curcuma,NA,0.87,0.33,0.08,0.08,0.04,0.04
uniq8885,363,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Riccia huebeneriana,0.98,0.47,0.12,0.1,0.06,0.04
uniq8591,378,+,Streptophyta,NA,Solanales,Convolvulaceae,NA,NA,1,0.85,0.84,0.84,0.43,0.43
uniq8823,365,+,Streptophyta,NA,Asparagales,Orchidaceae,Begonia,Begonia formosana x Begonia aptera,0.9,0.54,0.15,0.08,0.06,0.04
uniq8607,377,+,Streptophyta,NA,Asterales,Asteraceae,Trixis,Trixis cacalioides,1,1,1,1,1,0.58
uniq8757,369,+,Streptophyta,NA,Asparagales,Characeae,Nitella,unknown Trebouxia ,0.84,0.41,0.1,0.08,0.08,0.05
uniq8609,377,+,Streptophyta,NA,Fabales,Fabaceae,Cercis,NA,1,1,1,1,1,0.78
uniq8732,370,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.92,0.45,0.11,0.11,0.11,0.04
uniq8891,362,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Taiwania cryptomerioides,0.97,0.45,0.13,0.12,0.06,0.04
uniq8765,368,+,Streptophyta,NA,Asparagales,Orchidaceae,Commiphora,Nitella axilliformis,0.93,0.39,0.15,0.14,0.05,0.04
uniq8743,370,+,Streptophyta,NA,Charales,Characeae,Nitella,unknown Trebouxia ,0.89,0.52,0.09,0.09,0.09,0.04
uniq8762,369,+,Streptophyta,NA,Asterales,Asteraceae,Sinosenecio,Sinosenecio yilingii,0.87,0.69,0.28,0.27,0.06,0.06
uniq8682,372,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,NA,1,1,1,1,1,0.92
uniq8674,373,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Doyerea,Doyerea emetocathartica,1,1,1,1,0.76,0.76
uniq8830,365,+,Streptophyta,NA,Marchantiales,Fabaceae,Azolla,Azolla caroliniana,0.93,0.38,0.08,0.07,0.07,0.05
uniq8839,365,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.92,0.52,0.12,0.12,0.12,0.05
uniq8670,373,+,Streptophyta,NA,Sapindales,Sapindaceae,Sapindus,Sapindus mukorossi,1,0.99,0.99,0.99,0.83,0.77
uniq8626,376,+,Streptophyta,NA,Malpighiales,Peraceae,Pera,Pera glabrata,1,1,0.99,0.99,0.99,0.99
uniq8641,375,+,Streptophyta,NA,Myrtales,Myrtaceae,Eucalyptus,NA,1,1,1,1,1,0.74
uniq8838,365,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Azolla,Azolla caroliniana,0.93,0.35,0.11,0.09,0.05,0.04
uniq8801,366,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Vigna oblongifolia,0.93,0.46,0.13,0.1,0.05,0.04
uniq8826,365,+,Streptophyta,NA,Fabales,Fabaceae,Ulva,Cornus officinalis,0.82,0.52,0.09,0.09,0.06,0.05
uniq8731,370,+,Streptophyta,NA,Charales,Characeae,Nitella,Viola nanlingensis,0.93,0.46,0.08,0.08,0.08,0.03
uniq8811,366,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Rupertia physodes,0.96,0.43,0.11,0.09,0.03,0.02
uniq8786,367,+,Streptophyta,NA,Fabales,Fabaceae,Pityrocarpa,Pityrocarpa obliqua,1,1,1,1,1,1
uniq8759,369,+,Streptophyta,NA,Sapindales,Fabaceae,Iresine,Iresine diffusa,1,0.87,0.12,0.11,0.06,0.06
uniq8784,367,+,Streptophyta,NA,Asparagales,Orchidaceae,Alyssum,Alyssum diffusum,1,0.4,0.14,0.08,0.03,0.03
uniq8929,360,+,Streptophyta,NA,Gentianales,Fabaceae,Riccia,NA,0.96,0.43,0.1,0.09,0.06,0.06
uniq8577,379,+,Streptophyta,NA,Lamiales,Verbenaceae,Aloysia,NA,1,0.94,0.85,0.57,0.22,0.2
uniq8681,372,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.99,0.99,0.99,0.96,0.96
uniq8727,370,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,NA,1,1,1,1,1,0.75
uniq8843,365,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.93,0.39,0.1,0.1,0.1,0.07
uniq8841,365,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Coccomyxa onubensis,0.92,0.39,0.1,0.06,0.04,0.03
uniq8845,364,+,Streptophyta,NA,Asparagales,Poaceae,Nitella,Ombrophytum violaceum,0.91,0.51,0.08,0.07,0.05,0.05
uniq8928,361,+,Streptophyta,NA,Porellales,Lejeuneaceae,Cololejeunea,Sabia swinhoei,0.95,0.37,0.12,0.09,0.05,0.03
uniq8673,373,+,Streptophyta,NA,Apiales,Apiaceae,Coriandrum,Coriandrum sativum,1,1,1,1,1,1
uniq8795,367,+,Streptophyta,NA,Fabales,Fabaceae,Phaseolus,Phaseolus microcarpus,1,1,1,1,1,0.81
uniq8771,368,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.97,0.97,0.76,0.32
uniq8844,364,+,Streptophyta,NA,Porellales,Ricciaceae,Riccia,Riccia huebeneriana,0.99,0.31,0.11,0.1,0.1,0.08
uniq8963,359,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,NA,0.93,0.49,0.09,0.08,0.06,0.04
uniq8787,367,+,Streptophyta,NA,Boraginales,Cordiaceae,Cordia,Cordia gerascanthus,1,1,1,1,1,0.55
uniq8824,365,+,Streptophyta,NA,Sapindales,Rutaceae,Raulinoa,Raulinoa echinata,1,1,1,0.99,0.66,0.66
uniq8804,366,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia tanquahuete,1,1,1,1,1,0.58
uniq8848,364,+,Streptophyta,NA,Asparagales,Fabaceae,Acis,Acis autumnalis,0.94,0.52,0.14,0.14,0.06,0.03
uniq8780,368,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera excelsa,1,1,1,1,1,0.35
uniq8982,357,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.95,0.28,0.13,0.13,0.13,0.12
uniq8889,363,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Lejeunea laetevirens,0.97,0.36,0.18,0.17,0.08,0.04
uniq9036,355,+,Streptophyta,NA,Asparagales,Fabaceae,Allium,unknown Basicladia ,0.92,0.47,0.13,0.09,0.03,0.02
uniq8734,370,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,Ipomoea hederifolia,1,1,1,1,1,0.99
uniq8869,363,+,Streptophyta,NA,Proteales,Platanaceae,Platanus,NA,1,1,1,1,1,0.97
uniq8861,364,+,Streptophyta,NA,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus acuminatus,1,0.99,0.97,0.96,0.96,0.76
uniq9122,350,+,Streptophyta,NA,Fabales,Fabaceae,Senna,Senna rugosa,1,0.97,0.95,0.95,0.95,0.75
uniq8840,365,+,Streptophyta,NA,Aquifoliales,Aquifoliaceae,Ilex,Ilex discolor,1,1,1,1,1,0.99
uniq8809,366,+,Streptophyta,NA,Asterales,Asteraceae,Melampodium,Melampodium divaricatum,1,1,1,1,1,0.78
uniq8901,362,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Oreorchis patens,0.96,0.42,0.1,0.1,0.07,0.03
uniq8983,357,+,Streptophyta,NA,Charales,Characeae,Nitella,Azolla caroliniana,0.9,0.46,0.08,0.08,0.08,0.06
uniq9001,356,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.91,0.49,0.11,0.11,0.11,0.05
uniq8933,360,+,Streptophyta,NA,Myrtales,Myrtaceae,Eucalyptus,NA,1,1,1,1,0.99,0.74
uniq9107,351,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,Azolla caroliniana,0.96,0.43,0.1,0.09,0.09,0.08
uniq9114,351,+,Streptophyta,NA,Solanales,Convolvulaceae,Cuscuta,Riccia huebeneriana,0.9,0.52,0.08,0.08,0.08,0.05
uniq8831,365,+,Streptophyta,NA,Caryophyllales,Phytolaccaceae,Trichostigma,Trichostigma octandrum,1,1,1,1,1,1
uniq8991,357,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.96,0.3,0.12,0.12,0.06,0.06
uniq8954,359,+,Streptophyta,NA,Lamiales,Acanthaceae,Ruellia,Ruellia galeottii,1,1,1,1,1,0.53
uniq8772,368,+,Streptophyta,NA,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana bufalina,1,0.93,0.83,0.81,0.43,0.15
uniq8980,358,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.95,0.45,0.11,0.11,0.11,0.05
uniq9006,356,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania ichthyctona,1,1,1,1,0.97,0.66
uniq9098,351,+,Streptophyta,NA,Poales,Poaceae,Nitella,Nitella imperialis,0.92,0.36,0.11,0.11,0.1,0.05
uniq9010,356,+,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Pisonia,Pisonia aculeata,1,1,1,1,1,0.74
uniq8953,359,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita pepo,1,0.7,0.7,0.7,0.7,0.54
uniq8931,360,+,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus alba,1,0.98,0.98,0.98,0.98,0.39
uniq9021,355,+,Streptophyta,NA,Gentianales,Orchidaceae,Nitella,Cibirhiza spiculata,0.93,0.59,0.08,0.07,0.07,0.02
uniq9117,350,+,Streptophyta,NA,Poales,Poaceae,Ombrophytum,Ombrophytum violaceum,0.93,0.38,0.12,0.11,0.06,0.06
uniq9065,353,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita ficifolia,1,0.99,0.99,0.99,0.98,0.98
uniq9170,347,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella axillaris,0.88,0.4,0.1,0.1,0.1,0.07
uniq8958,359,+,Streptophyta,NA,Lamiales,Bignoniaceae,Tanaecium,Tanaecium bilabiatum,1,0.98,0.9,0.4,0.12,0.12
uniq8962,359,+,Streptophyta,NA,Solanales,Solanaceae,Physalis,Physalis minimaculata,1,1,1,1,1,0.97
uniq9105,351,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Sicyos,NA,1,1,1,1,0.99,0.87
